34.0324285,108.7632881
34.0328957,108.7626324
34.0332314,108.7615407
34.0334370,108.7615103
34.0335279,108.7614452
34.0336391,108.7613456
34.0337065,108.7612643
34.0338800,108.7611322
34.0340063,108.7610407
34.0341242,108.7609899
34.0341933,108.7609472
34.0343095,108.7609452
34.0343466,108.7607947
34.0346010,108.7607947
34.0346465,108.7607683
34.0346852,108.7607317
34.0347324,108.7607073
34.0347981,108.7606931
34.0349328,108.7606789
34.0351249,108.7606646
34.0351687,108.7606443
34.0351821,108.7606321
34.0352125,108.7605610
34.0352343,108.7605406
34.0353118,108.7604268
34.0353539,108.7603983
34.0353742,108.7603983
34.0355914,108.7602567
34.0356421,108.7599851
34.0358130,108.7596375
34.0360425,108.7589339
34.0364154,108.7587541
34.0366285,108.7585353
34.0366839,108.7584610
34.0367279,108.7575125
34.0367303,108.7570608
34.0369161,108.7568974
34.0376770,108.7567880
34.0383570,108.7566628
34.0387690,108.7566204
